# packs/dict/en-compounds.tsv
# English compound word splits for TGSpeechBox text parser.
#
# Format: compound<TAB>half1 half2
#
# Splits derived from CMU Pronouncing Dictionary entries cross-referenced
# with parsed linguistic data. Curated and supplemented by the TGSpeechBox
# community. Add missing compounds as needed.
#
# Used by the text parser to phonemize compound halves independently,
# preserving vowel quality that eSpeak's compound reduction destroys.
servicemen	service men
setback	set back
shadbush	shad bush
shakedown	shake down
shakedowns	shake downs
shakeout	shake out
shantytown	shanty town
shantytowns	shanty towns
sharecropper	sharecrop per
sharecroppers	share croppers
shareholder	share holder
shareholders	share holders
shareholding	share holding
shareholdings	share holdings
shareowner	share owner
shareware	share ware
sharpshooter	sharp shooter
sharpshooters	sharp shooters
sheepskin	sheep skin
shellfire	shell fire
shellfish	shell fish
shinbone	shin bone
shindig	shin dig
shipbuilder	ship builder
shipbuilders	ship builders
shipbuilding	ship building
shipload	ship load
shiploads	ship loads
shipmate	ship mate
shipmates	ship mates
shipowner	ship owner
shipowners	ship owners
shipwreck	ship wreck
shipwright	ship wright
shipwrights	ship wrights
shipyard	ship yard
shipyards	ship yards
shirtsleeve	shirt sleeve
shithead	shit head
shoebox	shoe box
shoehorn	shoe horn
shoelace	shoe lace
shoelaces	shoe laces
shoemaker	shoe maker
shoemakers	shoe makers
shoeshine	shoe shine
shoestring	shoe string
shoofly	shoo fly
shootout	shoo tout
shopkeeper	shop keeper
shopkeepers	shop keepers
shoplifter	shop lifter
shoplifters	shop lifters
shoplifting	shop lifting
shorebird	shore bird
shoreline	shore line
shortbread	short bread
shortcake	short cake
shortcoming	short coming
shortcut	short cut
shortcuts	short cuts
shortfall	short fall
shortfalls	short falls
shortgrass	short grass
shorthand	short hand
shortlist	short list
shortstop	shorts top
shotgun	shot gun
shotguns	shot guns
showboat	show boat
showcase	show case
showcases	show cases
showdown	show down
showgirl	show girl
showgirls	show girls
showman	show man
showmanship	showman ship
showpiece	show piece
showplace	show place
showroom	show room
showrooms	show rooms
showtime	show time
shutdown	shut down
shutout	shut out
sidebar	side bar
sidebars	side bars
sideboard	side board
sideburn	side burn
sidecar	side car
sidekick	side kick
sideline	side line
sidelines	side lines
sideshow	side show
sideshows	side shows
sidestep	side step
sidesteps	side steps
sideswipe	sides wipe
sidetrack	side track
sidewalk	side walk
sidewalks	side walks
sidewinder	side winder
sightseeing	sight seeing
sightseer	sight seer
sightseers	sight seers
signpost	sign post
signposts	sign posts
silkwood	silk wood
silkworm	silk worm
silkworms	silk worms
silverside	silver side
silversides	silver sides
silverware	silver ware
sinkhole	sink hole
skateboard	skate board
skateboarding	skate boarding
sketchbook	sketch book
sketchbooks	sketch books
skinflint	skin flint
skinhead	skin head
skinheads	skin heads
skipjack	skip jack
skullcap	skull cap
skullcaps	skull caps
skybox	sky box
skycap	sky cap
skydiving	sky diving
skylark	sky lark
skylarks	sky larks
skylight	sky light
skylights	sky lights
skyline	sky line
skylines	sky lines
skyrocket	sky rocket
skyrockets	sky rockets
skyscraper	sky scraper
skyscrapers	sky scrapers
skyway	sky way
skywriting	sky writing
slapstick	slaps tick
slaughterhouse	slaughter house
slaughterhouses	slaughter houses
sledgehammer	sledge hammer
sleepover	sleep over
sleepwalker	sleep walker
sleepwalkers	sleep walkers
sleepwalking	sleep walking
sleepwear	sleep wear
slingshot	sling shot
slingshots	sling shots
slipcover	slip cover
slipknot	slip knot
slipstream	slip stream
slowdown	slow down
slowdowns	slow downs
slowpoke	slow poke
slugfest	slug fest
smallpox	small pox
smokescreen	smoke screen
smokestack	smokes tack
smokestacks	smokes tacks
snakebite	snake bite
snakebites	snake bites
snapdragon	snap dragon
snapdragons	snap dragons
snapshot	snap shot
snapshots	snap shots
snowball	snow ball
snowballs	snow balls
snowbank	snow bank
snowbird	snow bird
snowbirds	snow birds
snowboard	snow board
snowboarder	snow boarder
snowboarders	snow boarders
snowboards	snow boards
snowcap	snow cap
snowdrift	snow drift
snowdrop	snow drop
snowfall	snow fall
snowfalls	snow falls
snowfield	snow field
snowflake	snow flake
snowflakes	snow flakes
snowman	snow man
snowmobile	snow mobile
snowmobiles	snow mobiles
snowplow	snow plow
snowplows	snow plows
snowshoe	snow shoe
snowshoes	snow shoes
snowstorm	snow storm
snowstorms	snow storms
soapbox	soap box
softball	soft ball
softballs	soft balls
software	soft ware
softwood	soft wood
somebody	some body
someone	some one
somewhere	some where
songbird	song bird
songbirds	song birds
songbook	song book
songbooks	song books
songwriter	song writer
songwriters	song writers
soundtrack	sound track
soundtracks	sound tracks
southeast	south east
southland	south land
southpaw	south paw
southwest	south west
soybean	soy bean
soybeans	soy beans
spacecraft	space craft
spaceship	space ship
spaceships	space ships
spacesuit	space suit
spacesuits	space suits
spadework	spade work
speakerphone	speaker phone
spearhead	spear head
speechwriter	speech writer
speechwriters	speech writers
speedboat	speed boat
speedboats	speed boats
speedway	speed way
spendthrift	spend thrift
spillover	spill over
spillway	spill way
spitball	spit ball
spokesman	spokes man
spokesmen	spokes men
spokespeople	spokes people
spokesperson	spokes person
spokeswoman	spokes woman
spokeswomen	spokes women
sportscaster	sports caster
sportscasters	sports casters
sportsman	sports man
sportsmen	sports men
sportswear	sports wear
sportswriter	sports writer
sportswriters	sports writers
spotlight	spot light
spotlights	spot lights
spreadsheet	spread sheet
spreadsheets	spread sheets
springboard	spring board
springtime	spring time
spyglass	spy glass
spyware	spy ware
stagecoach	stage coach
stagecraft	stage craft
stagehand	stage hand
stagehands	stage hands
staircase	stair case
staircases	stair cases
stairway	stair way
stairways	stair ways
stairwell	stair well
stairwells	stair wells
stakeholder	stake holder
stakeholders	stake holders
stakeout	stake out
stakeouts	stake outs
stalemate	stale mate
standoff	stand off
standoffs	stand offs
standpoint	stand point
standpoints	stand points
standstill	stands till
starboard	star board
stardust	star dust
starfish	star fish
stargazer	star gazer
stargazers	star gazers
starlight	star light
starship	star ship
startup	star tup
startups	start ups
statecraft	state craft
statesman	states man
statesmen	states men
steakhouse	steak house
steakhouses	steak houses
steamboat	steam boat
steamboats	steam boats
steamroller	steam roller
steamship	steam ship
steelmaker	steel maker
steelmakers	steel makers
steelman	steel man
steelworker	steel worker
steelworkers	steel workers
steelworks	steel works
steelyard	steel yard
steeplechase	steeple chase
stepchild	step child
stepladder	step ladder
stepladders	step ladders
stepmother	step mother
sternpost	stern post
stickball	stick ball
sticktight	stick tight
stockbroker	stock broker
stockbrokers	stock brokers
stockholder	stock holder
stockholders	stock holders
stockholding	stock holding
stockholdings	stock holdings
stockman	stock man
stockpile	stock pile
stockpiles	stock piles
stockpiling	stock piling
stockroom	stock room
stockyard	stock yard
stockyards	stock yards
stonecutter	stone cutter
stonewalling	stone walling
stoneware	stone ware
stonework	stone work
stopgap	stop gap
stoplight	stop light
stoplights	stop lights
stopover	stop over
stopovers	stop overs
stopwatch	stop watch
stopwatches	stop watches
storefront	store front
storefronts	store fronts
storehouse	store house
storehouses	store houses
storekeeper	store keeper
storekeepers	store keepers
storeroom	store room
storybook	story book
storybooks	story books
storyline	story line
storyteller	story teller
storytellers	story tellers
stovepipe	stove pipe
stowaway	stow away
stowaways	stow aways
straightaway	straight away
straightaways	straight aways
straightedge	straight edge
straitjacket	strait jacket
stranglehold	strangle hold
strawberries	straw berries
strawberry	straw berry
streambed	stream bed
streetcar	street car
streetlight	street light
strikebreaker	strike breaker
strikebreakers	strike breakers
strikeout	strike out
strikeouts	strike outs
striptease	strip tease
strongbox	strong box
stronghold	strong hold
strongholds	strong holds
strongman	strong man
sugarcane	sugar cane
suitcase	suit case
suitcases	suit cases
summertime	summer time
sunbeam	sun beam
sunblock	sun block
sunburn	sun burn
sundial	sun dial
sundown	sun down
sunfish	sun fish
sunflower	sun flower
sunflowers	sun flowers
sunglass	sung lass
sunglasses	sung lasses
sunlight	sun light
sunrise	sun rise
sunroof	sun roof
sunroom	sun room
sunscreen	sun screen
sunscreens	sun screens
sunset	sun set
sunsets	sun sets
sunshine	sun shine
sunspot	sun spot
sunspots	sun spots
sunstroke	sun stroke
suntan	sun tan
superstar	supers tar
surfboard	surf board
surfboards	surf boards
swampland	swamp land
swashbuckling	swash buckling
sweatband	sweat band
sweatpants	sweat pants
sweatshirt	sweat shirt
sweatshirts	sweat shirts
sweatshop	sweat shop
sweatshops	sweat shops
sweatsuit	sweat suit
sweepstakes	sweeps takes
sweetheart	sweet heart
sweethearts	sweet hearts
swimsuit	swim suit
swimsuits	swim suits
swimwear	swim wear
swineherd	swine herd
switchblade	switch blade
switchblades	switch blades
switchboard	switch board
switchboards	switch boards
swordfish	sword fish
swordplay	sword play
tablecloth	table cloth
tablecloths	table cloths
tablespoon	table spoon
tablespoons	table spoons
tabletop	table top
tableware	table ware
tadpole	tad pole
tadpoles	tad poles
tailback	tail back
tailgate	tail gate
tailpipe	tail pipe
tailspin	tail spin
tailwind	tail wind
takeaway	take away
takedown	take down
takeoff	take off
takeout	take out
takeover	take over
tallgrass	tall grass
tapeworm	tape worm
taskmaster	task master
taxicab	taxi cab
taxicabs	taxi cabs
taxiway	taxi way
taxpayer	tax payer
taxpayers	tax payers
teacup	tea cup
teakwood	teak wood
teammate	team mate
teammates	team mates
teamwork	team work
teapot	tea pot
teaspoon	tea spoon
teaspoonful	tea spoonful
teaspoons	tea spoons
telltale	tell tale
telltales	tell tales
tenderloin	tender loin
textbook	text book
textbooks	text books
thanksgiving	thanks giving
theatergoer	theater goer
theatergoers	theater goers
thickhead	thick head
thoroughbred	thorough bred
threadfin	thread fin
throughput	through put
throughway	through way
throwaway	throw away
throwback	throw back
thumbnail	thumb nail
thumbtack	thumb tack
thunderbird	thunder bird
thunderbolt	thunder bolt
thunderclap	thunder clap
thunderhead	thunder head
thundershower	thunder shower
thundershowers	thunder showers
thunderstorm	thunder storm
thunderstorms	thunder storms
tidewater	tide water
tightrope	tight rope
tightwad	tight wad
timberland	timber land
timberlands	timber lands
timberline	timber line
timberman	timber man
timeline	time line
timepiece	time piece
timetable	time table
timetables	time tables
tinderbox	tinder box
tinfoil	tin foil
tiptoe	tip toe
tiptop	tip top
toadstool	toads tool
toastmaster	toast master
toehold	toe hold
toenail	toe nail
toenails	toe nails
tollbooth	toll booth
tomboy	tom boy
tombstone	tombs tone
tombstones	tombs tones
tomcat	tom cat
toolbox	tool box
toolmaker	tool maker
toolmakers	tool makers
toolshed	tool shed
toothbrush	tooth brush
toothbrushes	tooth brushes
toothpaste	tooth paste
toothpastes	tooth pastes
toothpick	tooth pick
toothpicks	tooth picks
topcoat	top coat
topknot	top knot
topside	top side
topsoil	top soil
touchback	touch back
touchdown	touch down
touchdowns	touch downs
touchscreen	touch screen
touchstone	touch stone
towboat	tow boat
townsfolk	towns folk
townsman	towns man
townspeople	towns people
trackball	track ball
trackballs	track balls
trademark	trade mark
trademarks	trade marks
tradeoff	trade off
tradesmen	trades men
trailblazer	trail blazer
trailblazers	trail blazers
trailhead	trail head
trainmen	train men
treadmill	tread mill
treadmills	tread mills
treadwheel	tread wheel
treetop	tree top
treetops	tree tops
tribesmen	tribes men
trolleybus	trolley bus
troublemaker	trouble maker
troublemakers	trouble makers
troubleshooter	trouble shooter
truelove	true love
trustworthiness	trust worthiness
tryout	try out
tryouts	try outs
tugboat	tug boat
tugboats	tug boats
turnabout	turn about
turnaround	turn around
turnbuckle	turn buckle
turncoat	turn coat
turndown	turn down
turnkey	turn key
turnoff	turn off
turnout	turn out
turnouts	turn outs
turnover	turn over
turnovers	turn overs
turnpike	turn pike
turnpikes	turn pikes
turnstile	turns tile
turnstiles	turns tiles
turntable	turn table
turntables	turn tables
turtleneck	turtle neck
turtlenecks	turtle necks
twinjet	twin jet
typeface	type face
typefaces	type faces
typewriter	type writer
typewriters	type writers
typewriting	type writing
underachiever	under achiever
underachievers	under achievers
underbelly	under belly
underbrush	under brush
undercarriage	under carriage
underclass	under class
underclassmen	underclass men
undercoat	under coat
undercurrent	under current
undercurrents	under currents
undercut	under cut
undercuts	under cuts
underdog	under dog
underdogs	under dogs
underestimate	under estimate
underestimates	under estimates
undergarment	under garment
undergarments	under garments
undergrad	under grad
undergraduate	under graduate
undergraduates	under graduates
underground	under ground
undergrowth	under growth
underline	under line
underlines	under lines
underling	under ling
underpants	under pants
underpass	under pass
underpayment	under payment
underpayments	under payments
underperformer	under performer
underscore	under score
underscores	under scores
undersecretary	under secretary
undershirt	under shirt
undershirts	under shirts
underside	under side
understanding	under standing
understandings	under standings
understatement	under statement
understudy	under study
undertaker	under taker
undertaking	under taking
undertakings	under takings
undertone	under tone
undertones	under tones
undertow	under tow
undertows	under tows
undervaluation	under valuation
underwear	under wear
underwood	under wood
underworld	under world
underwriter	under writer
underwriters	under writers
uppercase	upper case
uppercut	upper cut
vanguard	van guard
viaduct	via duct
viaducts	via ducts
videocassette	video cassette
videocassettes	video cassettes
videodisk	video disk
videodisks	video disks
videotape	video tape
videotapes	video tapes
viewfinder	view finder
viewpoint	view point
viewpoints	view points
voicemail	voice mail
volleyball	volley ball
wainwright	wain wright
waistband	waist band
waistcoat	waist coat
waistline	waist line
walkout	walk out
walkouts	walk outs
walkway	walk way
walkways	walk ways
wallboard	wall board
walleye	wall eye
wallflower	wall flower
wallpaper	wall paper
wallpapers	wall papers
wanderlust	wander lust
wardrobes	ward robes
warehouse	ware house
warehouses	ware houses
warehousing	ware housing
warfare	war fare
warhead	war head
warheads	war heads
warlord	war lord
warlords	war lords
warmonger	war monger
warmongering	war mongering
warpath	war path
warplane	war plane
warplanes	war planes
warship	war ship
warships	war ships
wartime	war time
washbasin	wash basin
washboard	wash board
washcloth	wash cloth
washout	wash out
washroom	wash room
washtub	wash tub
wastebasket	waste basket
wastebaskets	waste baskets
wasteland	waste land
wastewater	waste water
watchband	watch band
watchdog	watch dog
watchdogs	watch dogs
watchmaker	watch maker
watchman	watch man
watchmen	watch men
watchtower	watch tower
watchword	watch word
watchwords	watch words
waterbird	water bird
watercolor	water color
watercolors	water colors
watercraft	water craft
watercress	water cress
waterfall	water fall
waterfalls	water falls
waterfowl	water fowl
waterfront	water front
waterfronts	water fronts
waterline	water line
waterman	water man
watermark	water mark
watermarks	water marks
watermelon	water melon
watermelons	water melons
waterpower	water power
waterproof	water proof
waterproofing	water proofing
watershed	water shed
watersheds	water sheds
waterside	water side
waterspout	water spout
waterway	water way
waterways	water ways
waterwheel	water wheel
waterworks	water works
waveform	wave form
waveforms	wave forms
wavelength	wave length
wavelengths	wave lengths
waxwork	wax work
wayside	way side
weatherman	weather man
weathermen	weather men
webmaster	web master
webpage	web page
website	web site
websites	web sites
wedlock	wed lock
weekday	week day
weekdays	week days
weekend	week end
weekends	week ends
weeknight	week night
weightlifter	weight lifter
weightlifters	weight lifters
weightlifting	weight lifting
wellbeing	well being
wellhead	well head
wellpoint	well point
wellspring	well spring
welterweight	welter weight
werewolf	were wolf
werewolves	were wolves
westward	west ward
wetland	wet land
wetlands	wet lands
whatnot	what not
wheelbarrow	wheel barrow
wheelbarrows	wheel barrows
wheelbase	wheel base
wheelchair	wheel chair
wheelchairs	wheel chairs
wheelhouse	wheel house
wheelwright	wheel wright
whereabouts	where abouts
wherefore	where fore
wherewithal	where withal
whetstone	whets tone
whiplash	whip lash
whiplashes	whip lashes
whipsaw	whip saw
whirlpool	whirl pool
whirlpools	whirl pools
whirlwind	whirl wind
whistleblower	whistle blower
whitefish	white fish
whitehead	white head
whitetail	white tail
whitewash	white wash
whitewater	white water
wholesale	whole sale
wholesales	whole sales
whorehouse	who rehouse
wildcat	wild cat
wildcats	wild cats
wildfire	wild fire
wildfires	wild fires
wildflower	wild flower
wildflowers	wild flowers
wildlife	wild life
willpower	will power
windbreak	wind break
windburn	wind burn
windfall	wind fall
windfalls	wind falls
windmill	wind mill
windmills	wind mills
windowpane	window pane
windowpanes	window panes
windpipe	wind pipe
windscreen	wind screen
windshield	wind shield
windshields	wind shields
windstorm	wind storm
winepress	wine press
wingback	wing back
wingman	wing man
wingspan	wing span
wintergreen	winter green
wintertime	winter time
wipeout	wipe out
wireman	wire man
wiretap	wire tap
wiretaps	wire taps
wisecrack	wise crack
wisecracks	wise cracks
wishbone	wish bone
witchcraft	witch craft
wolfman	wolf man
wonderland	wonder land
woodcarver	wood carver
woodcarvers	wood carvers
woodchuck	wood chuck
woodchucks	wood chucks
woodcock	wood cock
woodland	wood land
woodlands	wood lands
woodman	wood man
woodpecker	wood pecker
woodpile	wood pile
woodpiles	wood piles
woodshed	wood shed
woodsheds	wood sheds
woodsman	woods man
woodsmen	woods men
woodwind	wood wind
woodwinds	wood winds
woodwork	wood work
woodworker	wood worker
woodworkers	wood workers
woodworking	wood working
wordsmith	word smith
workbench	work bench
workbook	work book
workbooks	work books
workday	work day
workdays	work days
workflow	work flow
workforce	work force
workhorse	work horse
workhorses	work horses
workload	work load
workloads	work loads
workman	work man
workmen	work men
workout	work out
workplace	work place
workplaces	work places
workroom	work room
worksheet	work sheet
worksheets	work sheets
workshop	work shop
workshops	work shops
workspace	work space
workstation	work station
workstations	work stations
workweek	work week
workweeks	work weeks
wormhole	worm hole
wormholes	worm holes
wormwood	worm wood
wristwatch	wrist watch
wristwatches	wrist watches
wrongdoer	wrong doer
wrongdoers	wrong doers
wrongdoing	wrong doing
wrongdoings	wrong doings
yachtsman	yachts man
yardstick	yards tick
yardsticks	yards ticks
yearbook	year book
yearbooks	year books
zigzag	zig zag
# ── Tech & modern compounds (manually added) ──
bluetooth	blue tooth
checkbox	check box
checkup	check up
dogfood	dog food
download	down load
downloads	down loads
dropdown	drop down
inbox	in box
login	log in
logout	log out
malware	mal ware
middleware	middle ware
offline	off line
online	on line
outline	out line
outlines	out lines
outbox	out box
podcast	pod cast
popup	pop up
screenshot	screen shot
screenshots	screen shots
setup	set up
setups	set ups
signup	sign up
smartphone	smart phone
smartphones	smart phones
taskbar	task bar
timelines	time lines
toolbar	tool bar
upload	up load
uploads	up loads
username	user name
usernames	user names
wifi	wi fi
# ── Assistive tech & blindness community compounds ──
anklebiter	ankle biter
bestspeech	best speech
dectalk	dec talk
fluttershy	flutter shy
multivox	multi vox
notetaker	note taker
profivox	profi vox
softvoice	soft voice
vocrehab	voc rehab
